city,model_a,model_b,dm_stat,p_value,mean_loss_diff,better,significant_5pct
los_angeles,chronos_cov,nas_gru,-2.21575194406515,0.027380312680089083,-1.054810652538953,chronos_cov,True
madrid,seasonal_naive,lgbm_direct,2.5097481548906173,0.012552869126600152,1.8197920772909644,lgbm_direct,True
madrid,seasonal_naive,chronos,1.1703510458436084,0.24269162364140037,0.9025328231197501,chronos,False
madrid,seasonal_naive,chronos_cov,2.8419066367520354,0.004759218292508601,1.624181192066015,chronos_cov,True
madrid,seasonal_naive,nas_gru,4.109168694462851,4.99755331629296e-05,1.9661395267322896,nas_gru,True
madrid,lgbm_direct,chronos,-1.761631111673652,0.07904376374085971,-0.917259254171214,lgbm_direct,False
madrid,lgbm_direct,chronos_cov,-0.43388959269057614,0.66464790783724,-0.1956108852249493,lgbm_direct,False
madrid,lgbm_direct,nas_gru,0.36529885962082115,0.7151188585742765,0.14634744944132555,nas_gru,False
madrid,chronos,chronos_cov,1.7455758092125595,0.0818014898303369,0.7216483689462646,chronos_cov,False
madrid,chronos,nas_gru,2.2139163995830837,0.027507585159016936,1.0636067036125394,nas_gru,True
madrid,chronos_cov,nas_gru,1.1987416803726598,0.23147568668937477,0.34195833466627484,nas_gru,False
manila,seasonal_naive,lgbm_direct,4.008623500333261,7.532131677753333e-05,8.642806795335199,lgbm_direct,True
manila,seasonal_naive,chronos,2.4120420702616836,0.01640054057656031,5.994950306415559,chronos,True
manila,seasonal_naive,chronos_cov,2.926284501962294,0.0036646272609785757,6.590740868738733,chronos_cov,True
manila,seasonal_naive,nas_gru,2.5273986012547165,0.011950593800075252,6.666203026544482,nas_gru,True
manila,lgbm_direct,chronos,-2.269602497435286,0.02386688444943027,-2.64785648891964,lgbm_direct,True
manila,lgbm_direct,chronos_cov,-2.329379201525659,0.020433000359027537,-2.0520659265964647,lgbm_direct,True
manila,lgbm_direct,nas_gru,-1.9365335121997627,0.053643125414020304,-1.9766037687907176,lgbm_direct,False
manila,chronos,chronos_cov,1.3126759242100847,0.19019074045531545,0.5957905623231752,chronos_cov,False
manila,chronos,nas_gru,0.7271172260278823,0.46766195894138207,0.6712527201289221,nas_gru,False
manila,chronos_cov,nas_gru,0.07900478425189418,0.9370759883695126,0.07546215780574705,nas_gru,False
mexico_city,seasonal_naive,lgbm_direct,3.4053208588084196,0.0007411667170305948,3.66189119616042,lgbm_direct,True
mexico_city,seasonal_naive,chronos,4.876733492045446,1.6694562265878835e-06,5.07998708197133,chronos,True
mexico_city,seasonal_naive,chronos_cov,5.213469464549696,3.2500154004795275e-07,5.275249763345024,chronos_cov,True
mexico_city,seasonal_naive,nas_gru,2.1802889071276557,0.02993159841668646,1.9840523641793268,nas_gru,True
mexico_city,lgbm_direct,chronos,1.9737036555011076,0.04923683410929894,1.4180958858109098,chronos,True
mexico_city,lgbm_direct,chronos_cov,2.556870434574193,0.011002134591269629,1.6133585671846042,chronos_cov,True
mexico_city,lgbm_direct,nas_gru,-2.4754933365776686,0.01379922922141424,-1.6778388319810935,lgbm_direct,True
mexico_city,chronos,chronos_cov,0.5982786249396046,0.5500583072007121,0.1952626813736946,chronos_cov,False
mexico_city,chronos,nas_gru,-3.0546312201184516,0.0024340791997417613,-3.095934717792003,chronos,True
mexico_city,chronos_cov,nas_gru,-3.8363497468783296,0.00014921812953605905,-3.2911973991656978,chronos_cov,True
mumbai,seasonal_naive,lgbm_direct,3.6099026530014995,0.0003531053061116032,14.548371347337579,lgbm_direct,True
mumbai,seasonal_naive,chronos,4.676501814096508,4.2381409989244365e-06,19.613512323016213,chronos,True
mumbai,seasonal_naive,chronos_cov,3.738545335124174,0.00021759860058035788,15.65107673913989,chronos_cov,True
mumbai,seasonal_naive,nas_gru,1.6268635999465295,0.10470626956265089,8.831195717766171,nas_gru,False
mumbai,lgbm_direct,chronos,5.664906683961203,3.170378384239469e-08,5.065140975678634,chronos,True
mumbai,lgbm_direct,chronos_cov,0.5655566450881431,0.5720737960443221,1.1027053918023118,chronos_cov,False
mumbai,lgbm_direct,nas_gru,-1.3329801443715408,0.1834441360279049,-5.717175629571406,lgbm_direct,False
mumbai,chronos,chronos_cov,-2.0810244041908708,0.03819091708766293,-3.9624355838763217,chronos,True
mumbai,chronos,nas_gru,-2.712656508714634,0.007019329120583611,-10.78231660525004,chronos,True
mumbai,chronos_cov,nas_gru,-2.2585897554459975,0.024551628089941352,-6.819881021373719,chronos_cov,True
nairobi,seasonal_naive,lgbm_direct,4.141656064072338,4.3694567342834136e-05,2.10610620397297,lgbm_direct,True
nairobi,seasonal_naive,chronos,3.8657052720245053,0.00013303872701727934,1.9934455629379029,chronos,True
nairobi,seasonal_naive,chronos_cov,2.585344092126727,0.01015020534756279,1.4914729551034993,chronos_cov,True
nairobi,seasonal_naive,nas_gru,2.8121201076947293,0.005211657434426155,1.7139873268112302,nas_gru,True
nairobi,lgbm_direct,chronos,-0.6676085679512228,0.5048431242001306,-0.11266064103506704,lgbm_direct,False
nairobi,lgbm_direct,chronos_cov,-1.5623997339803213,0.11913799259870374,-0.6146332488694707,lgbm_direct,False
nairobi,lgbm_direct,nas_gru,-1.5544073758426165,0.12103146039859403,-0.3921188771617397,lgbm_direct,False
nairobi,chronos,chronos_cov,-1.456585605726638,0.1461674163273963,-0.5019726078344038,chronos,False
nairobi,chronos,nas_gru,-1.5724744026791815,0.11678451893622621,-0.27945823612667264,chronos,False
nairobi,chronos_cov,nas_gru,0.5550593547340236,0.5792244872353915,0.22251437170773103,nas_gru,False
new_york,seasonal_naive,lgbm_direct,1.8375775581844493,0.0670101586142924,1.2018834955548268,lgbm_direct,False
new_york,seasonal_naive,chronos,1.8790092229678943,0.06111126204377759,1.1030761334158126,chronos,False
