city,tier,model,n_hours,MAE,RMSE,MASE,nRMSE,RMSE_pct_mean,usd_per_1k
manila,scarce,nas_gru,10992,11.258874985906813,16.102634659556976,0.9267682845301378,0.9594232242102368,39.35604384018814,3.0469445139008e-07
manila,scarce,chronos,10992,11.361699220869276,14.326193245352984,0.9352322065439777,0.8535797280824374,35.01428811790675,2.460196182154404e-05
manila,scarce,chronos_cov,10992,11.915959181180128,14.759116577773796,0.9808558193155922,0.8793740597684327,36.07238513186848,3.665710416498768e-05
mexico_city,rich,seasonal_naive,3371,11.517834382965962,14.03011652968748,1.0291818107731203,1.8481692968232344,98.86277132318884,4.2656268272333316e-10
mexico_city,rich,lgbm_direct,3371,8.766035055371239,11.551457231704712,0.7832934153776574,1.521658679315254,81.39697716203196,1.9074650608251465e-05
mexico_city,rich,nas_gru,3371,7.78482007997328,9.818510364253251,0.6956164640029037,1.2933798060305763,69.1858220009489,3.262170149456425e-07
mexico_city,rich,chronos,3371,6.080270675003019,8.230928274621458,0.5433056054830063,1.0842496489121085,57.99897513820552,3.866185069960516e-05
mexico_city,rich,chronos_cov,3371,6.370007525995495,8.189394627357112,0.5691951856798827,1.0787784747064897,57.70630960951768,2.6475166664062677e-05
nairobi,scarce,seasonal_naive,13576,6.858796296296296,9.064795899045826,1.0599886366979416,1.4698513386724514,41.2296465401958,4.792251207551021e-10
nairobi,scarce,lgbm_direct,13576,4.334424407013071,6.086630066340874,0.6698610688497975,0.9869434955459768,27.683977560110105,2.293087829807687e-05
